UID,Type,Premises,Address,Locality,Address1,Address2,Unnamed: 7,NZDep13d_nbr,NZDep13_CAU,full_address,geo,lat,lng
TOB164,,Rangatira Superette,227 Rangatira Road,Beach Haven,227 Rangatira Road,Beach Haven,,6.0,5.0,"Rangatira Superette, 227 Rangatira Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '227', 'short_name': '227', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'North Shore City', 'short_name': 'North Shore City', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '227 Rangatira Road, Beach Haven, North Shore City 0626, New Zealand', 'geometry': {'location': {'lat': -36.7992019, 'lng': 174.6910521}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7978614197085, 'lng': 174.6923168302915}, 'southwest': {'lat': -36.8005593802915, 'lng': 174.6896188697085}}}, 'place_id': 'ChIJO3PXadM4DW0RyiwZQg_jH1g', 'plus_code': {'compound_code': '6M2R+8C Beach Haven, Auckland, New Zealand', 'global_code': '4VMP6M2R+8C'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.7992019,174.6910521
TOB165,,Caltex - Beach Haven,260 Beach Haven,Beach Haven,260 Beach Haven,Beach Haven,,5.0,6.0,"Caltex - Beach Haven, 260 Beach Haven, Beach Haven, Auckland","[{'address_components': [{'long_name': 'Hilders Park Beach', 'short_name': 'Hilders Park Beach', 'types': ['establishment', 'natural_feature']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': 'Hilders Park Beach, Auckland 0626, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7900152, 'lng': 174.6798841}, 'southwest': {'lat': -36.79087870000001, 'lng': 174.6787146}}, 'location': {'lat': -36.7904536, 'lng': 174.6795382}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.7890979697085, 'lng': 174.6806483302915}, 'southwest': {'lat': -36.7917959302915, 'lng': 174.6779503697085}}}, 'partial_match': True, 'place_id': 'ChIJzekIiNc-DW0RiN2TsFVOnjs', 'types': ['establishment', 'natural_feature']}]",-36.7904536,174.6795382
TOB166,,Beach Haven Diary and Lotto,344 Rangitira Road,Beach Haven,344 Rangitira Road,Beach Haven,,5.0,6.0,"Beach Haven Diary and Lotto, 344 Rangitira Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '344', 'short_name': '344', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '344 Rangatira Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.7925767, 'lng': 174.6875795}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7911985197085, 'lng': 174.6890138802915}, 'southwest': {'lat': -36.7938964802915, 'lng': 174.6863159197085}}}, 'partial_match': True, 'place_id': 'ChIJBeDEfNU-DW0RSWmA4MW3XNg', 'plus_code': {'compound_code': '6M4Q+X2 Auckland, New Zealand', 'global_code': '4VMP6M4Q+X2'}, 'types': ['street_address']}, {'address_components': [{'long_name': '189', 'short_name': '189', 'types': ['street_number']}, {'long_name': 'New Windsor Road', 'short_name': 'New Windsor Rd', 'types': ['route']}, {'long_name': 'New Windsor', 'short_name': 'New Windsor', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '189 New Windsor Road, New Windsor, Auckland 0600, New Zealand', 'geometry': {'location': {'lat': -36.9073825, 'lng': 174.7135401}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.90601076970851, 'lng': 174.7149741802915}, 'southwest': {'lat': -36.90870873029151, 'lng': 174.7122762197085}}}, 'partial_match': True, 'place_id': 'ChIJFVMHj5ZGDW0RO8UXRWCD9ag', 'plus_code': {'compound_code': '3PV7+2C Auckland, New Zealand', 'global_code': '4VMP3PV7+2C'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.7925767,174.6875795
TOB167,,Jayna Superette,354 Rangitira Road,Beach Haven,354 Rangitira Road,Beach Haven,,5.0,6.0,"Jayna Superette, 354 Rangitira Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '354', 'short_name': '354', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '354 Rangatira Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.7921052, 'lng': 174.6872871}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7907575197085, 'lng': 174.6887427802915}, 'southwest': {'lat': -36.7934554802915, 'lng': 174.6860448197085}}}, 'place_id': 'ChIJZWcyeNU-DW0Rw7A0l6ydkNw', 'plus_code': {'compound_code': '6M5P+5W Auckland, New Zealand', 'global_code': '4VMP6M5P+5W'}, 'types': ['establishment', 'food', 'point_of_interest', 'store']}]",-36.7921052,174.6872871
TOB168,,Beach Mini Superette,366 Rangitira Road,Beach Haven,366 Rangitira Road,Beach Haven,,5.0,6.0,"Beach Mini Superette, 366 Rangitira Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '366', 'short_name': '366', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '366 Rangatira Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7917458, 'lng': 174.6871891}, 'southwest': {'lat': -36.7919144, 'lng': 174.6868673}}, 'location': {'lat': -36.7918161, 'lng': 174.6870335}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7904811197085, 'lng': 174.6884217802915}, 'southwest': {'lat': -36.79317908029149, 'lng': 174.6857238197085}}}, 'partial_match': True, 'place_id': 'ChIJb72XndU-DW0RRRGEl4Limdk', 'types': ['premise']}, {'address_components': [{'long_name': '68', 'short_name': '68', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '68 Rangatira Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.80868359999999, 'lng': 174.6995838}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8073091197085, 'lng': 174.7009836302915}, 'southwest': {'lat': -36.8100070802915, 'lng': 174.6982856697085}}}, 'partial_match': True, 'place_id': 'ChIJ585SRc84DW0RVbQwmA1fIJ4', 'plus_code': {'compound_code': '5MRX+GR Auckland, New Zealand', 'global_code': '4VMP5MRX+GR'}, 'types': ['establishment', 'food', 'point_of_interest', 'store']}]",-36.7918161,174.6870335
TOB169,,Kauri Park,68 Rangitira Road,Beach Haven,68 Rangitira Road,Beach Haven,,5.0,5.0,"Kauri Park, 68 Rangitira Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '68', 'short_name': '68', 'types': ['street_number']}, {'long_name': 'Rangatira Road', 'short_name': 'Rangatira Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '68 Rangatira Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.8086486, 'lng': 174.6994842}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8072609197085, 'lng': 174.7009097302915}, 'southwest': {'lat': -36.8099588802915, 'lng': 174.6982117697085}}}, 'partial_match': True, 'place_id': 'ChIJAQVpRc84DW0RKUA7E0gooBo', 'plus_code': {'compound_code': '5MRX+GQ Auckland, New Zealand', 'global_code': '4VMP5MRX+GQ'}, 'types': ['street_address']}]",-36.8086486,174.6994842
TOB170,,Beach Haven Discount Superette,8 Sunnyhaven Avenue,Beach Haven,8 Sunnyhaven Avenue,Beach Haven,,4.0,6.0,"Beach Haven Discount Superette, 8 Sunnyhaven Avenue, Beach Haven, Auckland","[{'address_components': [{'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Sunnyhaven Avenue', 'short_name': 'Sunnyhaven Ave', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '8 Sunnyhaven Avenue, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.7924677, 'lng': 174.6873091}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.79107816970851, 'lng': 174.6886379302915}, 'southwest': {'lat': -36.7937761302915, 'lng': 174.6859399697085}}}, 'place_id': 'ChIJiWzgftU-DW0R7y4kbVMwtWc', 'plus_code': {'compound_code': '6M5P+2W Auckland, New Zealand', 'global_code': '4VMP6M5P+2W'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}]",-36.7924677,174.6873091
TOB171,,Beachlands Superette,40 Wakelin Road,Beachlands,40 Wakelin Road,Beachlands,,6.0,1.0,"Beachlands Superette, 40 Wakelin Road, Beachlands, Auckland","[{'address_components': [{'long_name': '40', 'short_name': '40', 'types': ['street_number']}, {'long_name': 'Wakelin Road', 'short_name': 'Wakelin Rd', 'types': ['route']}, {'long_name': 'Beachlands', 'short_name': 'Beachlands', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2018', 'short_name': '2018', 'types': ['postal_code']}], 'formatted_address': '40 Wakelin Road, Beachlands 2018, New Zealand', 'geometry': {'location': {'lat': -36.8823568, 'lng': 174.9968966}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8809678197085, 'lng': 174.9983651302915}, 'southwest': {'lat': -36.8836657802915, 'lng': 174.9956671697085}}}, 'partial_match': True, 'place_id': 'ChIJaYPbtrC1cm0R2B10WuCFs94', 'plus_code': {'compound_code': '4X9W+3Q Beachlands, Auckland, New Zealand', 'global_code': '4VMP4X9W+3Q'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.8823568,174.9968966
TOB172,,Karishma Food Market,41 Third Avenue,Beachlands,41 Third Avenue,Beachlands,,3.0,1.0,"Karishma Food Market, 41 Third Avenue, Beachlands, Auckland","[{'address_components': [{'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'Third View Avenue', 'short_name': 'Third View Ave', 'types': ['route']}, {'long_name': 'Beachlands', 'short_name': 'Beachlands', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2018', 'short_name': '2018', 'types': ['postal_code']}], 'formatted_address': '41 Third View Avenue, Beachlands 2018, New Zealand', 'geometry': {'location': {'lat': -36.883102, 'lng': 174.9970142}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8816580197085, 'lng': 174.9983349802915}, 'southwest': {'lat': -36.8843559802915, 'lng': 174.9956370197085}}}, 'partial_match': True, 'place_id': 'ChIJlzKTzrC1cm0R8KS2fGmbA8I', 'plus_code': {'compound_code': '4X8W+QR Beachlands, Auckland, New Zealand', 'global_code': '4VMP4X8W+QR'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.883102,174.9970142
TOB173,,Four Square Beachlands,53 Third Avenue,Beachlands,53 Third Avenue,Beachlands,,3.0,1.0,"Four Square Beachlands, 53 Third Avenue, Beachlands, Auckland","[{'address_components': [{'long_name': '53', 'short_name': '53', 'types': ['street_number']}, {'long_name': 'Third View Avenue', 'short_name': 'Third View Ave', 'types': ['route']}, {'long_name': 'Beachlands', 'short_name': 'Beachlands', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2018', 'short_name': '2018', 'types': ['postal_code']}], 'formatted_address': '53 Third View Avenue, Beachlands 2018, New Zealand', 'geometry': {'location': {'lat': -36.8827778, 'lng': 174.9991667}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8812642197085, 'lng': 175.0004587802915}, 'southwest': {'lat': -36.8839621802915, 'lng': 174.9977608197085}}}, 'partial_match': True, 'place_id': 'ChIJAdVKE7e1cm0R-uG2ssVpXG0', 'plus_code': {'compound_code': '4X8X+VM Beachlands, Auckland, New Zealand', 'global_code': '4VMP4X8X+VM'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.8827778,174.9991667
TOB174,,Lake Road Superette,1/63 Lake Road,Belmont,1/63 Lake Road,Belmont,,3.0,4.0,"Lake Road Superette, 1/63 Lake Road, Belmont, Auckland","[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '63C', 'short_name': '63C', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Devonport', 'short_name': 'Devonport', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0624', 'short_name': '0624', 'types': ['postal_code']}], 'formatted_address': '1/63C Lake Road, Devonport, Auckland 0624, New Zealand', 'geometry': {'location': {'lat': -36.81334289999999, 'lng': 174.7919692}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8119245197085, 'lng': 174.7935635802915}, 'southwest': {'lat': -36.8146224802915, 'lng': 174.7908656197085}}}, 'partial_match': True, 'place_id': 'ChIJdfjPeJY3DW0R7DxkfLA59Lo', 'types': ['subpremise']}]",-36.81334289999999,174.7919692
TOB175,,Belmont Superette,149 Lake Road,Belmont,149 Lake Road,Belmont,,4.0,4.0,"Belmont Superette, 149 Lake Road, Belmont, Auckland","[{'address_components': [{'long_name': '149', 'short_name': '149', 'types': ['street_number']}, {'long_name': 'Lake Road', 'short_name': 'Lake Rd', 'types': ['route']}, {'long_name': 'Belmont', 'short_name': 'Belmont', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '149 Lake Road, Belmont, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.8077065, 'lng': 174.7897484}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8063418197085, 'lng': 174.7911506802915}, 'southwest': {'lat': -36.8090397802915, 'lng': 174.7884527197085}}}, 'place_id': 'ChIJDyuM5Jk3DW0R48opB0Htppk', 'plus_code': {'compound_code': '5QRQ+WV Auckland, New Zealand', 'global_code': '4VMP5QRQ+WV'}, 'types': ['establishment', 'point_of_interest', 'store']}]",-36.8077065,174.7897484
